Name	Group	Profile	Enabled	Action	Override	Program	Local Address	Remote Address	Protocol	Local Port	Remote Port	Authorized Computers	Authorized Local Principals	Local User Owner	PolicyAppId	Application Package	
Windows Media Player Network Sharing Service (qWave-UDP-Out)	Windows Media Player Network Sharing Service	Private, Public	No	Allow	No	%SystemRoot%\system32\svchost.exe	Any	Local subnet	UDP	Any	2177	Any	Any	Any	None	Any	
Windows Media Player Network Sharing Service (qWave-UDP-Out)	Windows Media Player Network Sharing Service	Domain	No	Allow	No	%SystemRoot%\system32\svchost.exe	Any	Any	UDP	Any	2177	Any	Any	Any	None	Any	
Windows Media Player Network Sharing Service (SSDP-Out)	Windows Media Player Network Sharing Service	All	No	Allow	No	%SystemRoot%\system32\svchost.exe	Any	Local subnet	UDP	Any	1900	Any	Any	Any	None	Any	
Windows Media Player Network Sharing Service (Streaming-TCP-Out)	Windows Media Player Network Sharing Service	Domain	No	Allow	No	%PROGRAMFILES%\Windows Media Player\wmplayer.exe	Any	Any	TCP	Any	Any	Any	Any	Any	None	Any	
Windows Media Player Network Sharing Service (Streaming-TCP-Out)	Windows Media Player Network Sharing Service	Private, Public	No	Allow	No	%PROGRAMFILES%\Windows Media Player\wmplayer.exe	Any	Local subnet	TCP	Any	Any	Any	Any	Any	None	Any	
Windows Media Player Network Sharing Service (Streaming-UDP-Out)	Windows Media Player Network Sharing Service	Private, Public	No	Allow	No	%PROGRAMFILES%\Windows Media Player\wmplayer.exe	Any	Local subnet	UDP	Any	Any	Any	Any	Any	None	Any	
Windows Media Player Network Sharing Service (Streaming-UDP-Out)	Windows Media Player Network Sharing Service	Domain	No	Allow	No	%PROGRAMFILES%\Windows Media Player\wmplayer.exe	Any	Any	UDP	Any	Any	Any	Any	Any	None	Any	
Windows Media Player Network Sharing Service (TCP-Out)	Windows Media Player Network Sharing Service	Domain	No	Allow	No	%PROGRAMFILES%\Windows Media Player\wmpnetwk.exe	Any	Any	TCP	Any	Any	Any	Any	Any	None	Any	
Windows Media Player Network Sharing Service (TCP-Out)	Windows Media Player Network Sharing Service	Private, Public	No	Allow	No	%PROGRAMFILES%\Windows Media Player\wmpnetwk.exe	Any	Local subnet	TCP	Any	Any	Any	Any	Any	None	Any	
Windows Media Player Network Sharing Service (UDP-Out)	Windows Media Player Network Sharing Service	Private, Public	No	Allow	No	%PROGRAMFILES%\Windows Media Player\wmpnetwk.exe	Any	Local subnet	UDP	Any	Any	Any	Any	Any	None	Any	
Windows Media Player Network Sharing Service (UDP-Out)	Windows Media Player Network Sharing Service	Domain	No	Allow	No	%PROGRAMFILES%\Windows Media Player\wmpnetwk.exe	Any	Any	UDP	Any	Any	Any	Any	Any	None	Any	
Windows Media Player Network Sharing Service (UPnPHost-Out)	Windows Media Player Network Sharing Service	All	No	Allow	No	%SystemRoot%\system32\svchost.exe	Any	Local subnet	TCP	Any	Any	Any	Any	Any	None	Any	
Windows Media Player Network Sharing Service (UPnP-Out)	Windows Media Player Network Sharing Service	All	No	Allow	No	System	Any	Local subnet	TCP	Any	Any	Any	Any	Any	None	Any	
Windows Peer to Peer Collaboration Foundation (PNRP-Out)	Windows Peer to Peer Collaboration Foundation	All	No	Allow	No	%SystemRoot%\system32\svchost.exe	Any	Any	UDP	Any	3540	Any	Any	Any	None	Any	
Windows Peer to Peer Collaboration Foundation (SSDP-Out)	Windows Peer to Peer Collaboration Foundation	All	No	Allow	No	%SystemRoot%\system32\svchost.exe	Any	Local subnet	UDP	Any	1900	Any	Any	Any	None	Any	
Windows Peer to Peer Collaboration Foundation (TCP-Out)	Windows Peer to Peer Collaboration Foundation	All	No	Allow	No	%SystemRoot%\system32\p2phost.exe	Any	Any	TCP	Any	Any	Any	Any	Any	None	Any	
Windows Peer to Peer Collaboration Foundation (WSD-Out)	Windows Peer to Peer Collaboration Foundation	All	No	Allow	No	%SystemRoot%\system32\p2phost.exe	Any	Local subnet	UDP	Any	3702	Any	Any	Any	None	Any	
Windows Print	Windows Print	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	NT AUTHORITY\SYSTEM	None	Windows.PrintDialog_cw5n1h2txyewy	
Windows Security	Windows Security	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	DESKTOP-O52PDG1\balas	None	Microsoft.SecHealthUI_8wekyb3d8bbwe	
Windows Shell Experience	Windows Shell Experience	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	NT AUTHORITY\SYSTEM	None	Microsoft.Windows.PeopleExperienceHost_cw5n1h2txyewy	
Windows Subsystem for Linux	Windows Subsystem for Linux	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	DESKTOP-O52PDG1\balas	None	MicrosoftCorporationII.WindowsSubsystemForLinux_8wekyb3d8bbwe	
Windows Terminal	Windows Terminal	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	DESKTOP-O52PDG1\balas	None	Microsoft.WindowsTerminal_8wekyb3d8bbwe	
Windows Web Experience Pack	Windows Web Experience Pack	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	DESKTOP-O52PDG1\balas	None	MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy	
windows_ie_ac_001	windows_ie_ac_001	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	NT AUTHORITY\SYSTEM	None	windows_ie_ac_001	
Wireless Display (TCP-Out)	Wireless Display	All	Yes	Allow	No	%systemroot%\system32\WUDFHost.exe	Any	Any	TCP	Any	Any	Any	NT AUTHORITY\USER MODE DRIVERS	Any	None	Any	
Wireless Display (UDP-Out)	Wireless Display	All	Yes	Allow	No	%systemroot%\system32\WUDFHost.exe	Any	Any	UDP	Any	Any	Any	NT AUTHORITY\USER MODE DRIVERS	Any	None	Any	
Wireless Portable Devices (SSDP-Out)	Wireless Portable Devices	All	No	Allow	No	%SystemRoot%\system32\svchost.exe	Any	Local subnet	UDP	Any	1900	Any	Any	Any	None	Any	
Wireless Portable Devices (TCP-Out)	Wireless Portable Devices	Private, Public	No	Allow	No	%SystemRoot%\system32\wudfhost.exe	Any	Local subnet	TCP	Any	15740	Any	Any	Any	None	Any	
Wireless Portable Devices (TCP-Out)	Wireless Portable Devices	Domain	No	Allow	No	%SystemRoot%\system32\wudfhost.exe	Any	Any	TCP	Any	15740	Any	Any	Any	None	Any	
Wireless Portable Devices (UPnPHost-Out)	Wireless Portable Devices	All	No	Allow	No	%SystemRoot%\system32\svchost.exe	Any	Local subnet	TCP	Any	2869	Any	Any	Any	None	Any	
Wireless Portable Devices (UPnP-Out)	Wireless Portable Devices	All	No	Allow	No	%SystemRoot%\system32\svchost.exe	Any	Local subnet	TCP	Any	2869	Any	Any	Any	None	Any	
WFD ASP Coordination Protocol (UDP-Out)	WLAN Service - WFD Application Services Platform Coordination Protocol (Uses UDP)	All	Yes	Allow	No	%systemroot%\system32\svchost.exe	Any	Local subnet	UDP	7235	7235	Any	Any	Any	None	Any	
WFD Driver-only (TCP-Out)	WLAN Service - WFD Services Kernel Mode Driver Rules	All	Yes	Allow	No	System	Any	Any	TCP	Any	Any	Any	Any	Any	None	Any	
WFD Driver-only (UDP-Out)	WLAN Service - WFD Services Kernel Mode Driver Rules	All	Yes	Allow	No	System	Any	Any	UDP	Any	Any	Any	Any	Any	None	Any	
Work or school account	Work or school account	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	NT AUTHORITY\SYSTEM	None	Microsoft.AAD.BrokerPlugin_cw5n1h2txyewy	
Xbox	Xbox	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	DESKTOP-O52PDG1\balas	None	Microsoft.GamingApp_8wekyb3d8bbwe	
Xbox Game Bar Plugin	Xbox Game Bar Plugin	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	DESKTOP-O52PDG1\balas	None	Microsoft.XboxGameOverlay_8wekyb3d8bbwe	
Xbox Game UI	Xbox Game UI	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	NT AUTHORITY\SYSTEM	None	Microsoft.XboxGameCallableUI_cw5n1h2txyewy	
Xbox Identity Provider	Xbox Identity Provider	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	DESKTOP-O52PDG1\balas	None	Microsoft.XboxIdentityProvider_8wekyb3d8bbwe	
Xbox TCUI	Xbox TCUI	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	DESKTOP-O52PDG1\balas	None	Microsoft.Xbox.TCUI_8wekyb3d8bbwe	
Your account	Your account	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	NT AUTHORITY\SYSTEM	None	Microsoft.Windows.CloudExperienceHost_cw5n1h2txyewy	
